"","V1","V2","V3","V4"
"X600101.SH",1.21935081793116,-0.388470181508782,0.738326076112697,0.592697095553638
"X600078.SH",0.839530818847429,1.07557393171597,-0.221307352168377,0.592092301403248
"X600051.SH",0.882547593742026,0.773519563735568,0.00991022604270221,0.588047974430291
"X600392.SH",1.59778640607654,-1.03015666071885,0.825359268196717,0.577675344673975
"X600188.SH",1.99476032970233,-0.0781062748635202,-0.686220408048891,0.56860612700721
"X600580.SH",1.32433072277874,0.577659140662978,-0.451680977007293,0.567525738208201
"X600131.SH",1.46490467261756,-0.18304944655106,0.118657320511447,0.566644231235139
"X600230.SH",1.06075456683095,0.575276857258994,-0.178668588053092,0.543284307494152
"X600151.SH",0.967544531368253,0.493749509504397,-0.0300323681355058,0.526132954957968
"X600583.SH",0.884586572000896,0.331461950827904,0.232484834605039,0.523018664430241
"X600444.SH",-0.363531510252414,1.78207809824628,0.424513030791723,0.516564734610437
"X600571.SH",0.631564334232213,-0.429897514602206,1.30807361768068,0.516078564616426
"X600495.SH",0.680934567747223,0.374134929697577,0.415114037700416,0.509148517318287
"X600152.SH",-0.377425073827726,1.22310378531835,0.964642096632944,0.505353735054298
"X600262.SH",0.597581424413309,-0.0824586695004944,0.967240623385276,0.504467155930758
"X600141.SH",1.65961655772079,0.0555778894312946,-0.607283845406489,0.498334836295759
"X600079.SH",1.11786764505765,-0.784415291582551,0.937374860864161,0.493034928807544
"X600088.SH",1.25867324510051,-0.290895328529431,0.249232224126304,0.490970366719266
"X600336.SH",1.60532314679926,-0.271143808913695,-0.242964927773694,0.487896637713486
"X600354.SH",0.707066904576235,1.45394416721932,-0.831781345547353,0.469475608332086
"X600116.SH",0.684989585531035,-0.264971626877248,0.901189425975863,0.464861173941999
"X600623.SH",1.32613295290488,-0.144591405589238,-0.0899609583466972,0.46008747198117
"X600163.SH",0.054296195332331,1.5391589405492,-0.085131139956437,0.457926818310761
"X600076.SH",2.04896501230612,-1.18681469151886,-0.0267917396656104,0.455504075567104
"X600323.SH",1.0504489928584,-0.267414856208636,0.3813416106932,0.454357623488729
"X600206.SH",0.728518352995842,0.0358594867569173,0.473148913507551,0.444109861277677
"X600610.SH",1.26930263940091,-1.29540263036203,1.08067766013291,0.443303564691631
"X600061.SH",0.663733605885859,0.282795475261163,0.303144084051953,0.441275310148278
"X600516.SH",1.15266830326403,-0.896685489189738,0.797484113213315,0.431306908512684
"X600120.SH",-0.151695750528855,0.865434866329222,0.772998955353033,0.430851846293135
"X600337.SH",0.681835682810293,0.640245287079717,-0.115895863960748,0.430039100059808
"X600129.SH",0.338961401312406,0.654228251964208,0.320267550312322,0.427933301207921
"X600114.SH",0.307872931636513,0.00633912019313503,1.00878633860735,0.42768681029475
"X600105.SH",0.517877941329298,0.8276960811312,-0.116568831870574,0.420489351309907
"X600260.SH",0.45619396933625,0.190893927042651,0.574772052644881,0.41217738164076
"X600070.SH",0.314631294609533,0.770091727432479,0.159077886149987,0.404603401918553
"X600584.SH",-0.061455868866697,1.06861514353535,0.34939418143925,0.4008204499457
"X600626.SH",-0.586033210928281,0.729650328099185,1.38430061421166,0.399771998321941
"X600527.SH",1.26035155330081,-0.203108430213327,-0.168185984367332,0.392752296946128
"X600053.SH",0.741622964993904,0.128794642792108,0.19098307499551,0.392582501333847
"X600356.SH",0.775551649369505,1.06643278439297,-0.795077382196734,0.391627280406672
"X600073.SH",0.893147165100055,0.221646253015018,-0.123092675252338,0.386824939368826
"X600452.SH",0.964335255082534,-0.330982948938835,0.324616660771563,0.383824215582832
"X600099.SH",0.973346405713227,-0.0471879450715457,-0.0147257912207279,0.370764441397609
"X600250.SH",0.626417106431528,0.16459363010128,0.220999786701449,0.36624486761343
"X600568.SH",1.00578654798372,-0.584222190901638,0.446939956807236,0.361129948965169
"X600629.SH",0.37353927531896,0.255083550807354,0.419560647319631,0.351808969565679
"X600420.SH",1.17458040123088,-1.04742657540246,0.650739991629606,0.350826185360495
"X600455.SH",-0.0717078693873932,0.451930095768749,0.789453056193352,0.343731797833673
"X600319.SH",-0.532373987444652,1.95610941929593,-0.111941424399942,0.340300803490935
"X600469.SH",0.694901851224798,0.364328343161671,-0.159446815522476,0.339425198781678
"X600217.SH",-0.214970464180082,0.354026717012516,1.04358652826522,0.333295787911287
"X600587.SH",-0.054375323717365,-1.44459666033565,2.61469581243265,0.329279616142155
"X600512.SH",1.10535976245289,0.480117003372985,-0.869474016519269,0.32533680103727
"X600004.SH",0.860707022829559,0.286940072269204,-0.350451663324276,0.325229331815302
"X600596.SH",0.0834952809322455,1.31883375327932,-0.353515182473304,0.322993683614703
"X600618.SH",-0.266137363538662,0.694302702159905,0.727177864744147,0.319989224655751
"X600017.SH",1.15447053339017,0.389736406041764,-0.872204301623034,0.317047844681686
"X600108.SH",0.670571744521926,-0.469330915852678,0.629858034317789,0.316386833348304
"X600050.SH",-0.288863571160431,2.17056041657381,-0.733457335124082,0.315585495970745
"X600290.SH",0.212843591172612,0.515090769481677,0.247354010154636,0.313870870359938
"X600537.SH",0.967817732893764,-0.232792608830773,-0.0302313636105163,0.308219901425119
"X600493.SH",-0.0832110057355842,0.898899897141784,0.234007054876405,0.306587683311223
"X600557.SH",1.51942213393325,-1.87725534205919,0.870814375023319,0.305836563462539
"X600338.SH",0.0362228555269919,0.813941093056165,0.150722345057334,0.303888173644847
"X600008.SH",0.397576358623485,0.0356455531117908,0.444579744292947,0.303098132670815
"X600052.SH",-0.130519546546725,0.957301534421316,0.217261019562097,0.300160947576334
"X600318.SH",-0.00377928499370597,-0.245686874463159,1.24237158308233,0.29749369858827
"X600235.SH",-0.306687541376783,1.839212497991,-0.448352543928054,0.294582969668171
"X600269.SH",1.2924665891108,0.34744086572256,-1.08885326528127,0.294562915776705
"X600289.SH",0.124045458770366,0.801931994109964,-0.00564325235340233,0.288504806035115
"X600187.SH",1.3886000708386,-1.15574763345953,0.245961610446848,0.282504221431634
"X600022.SH",-0.181569698747852,2.26302161279673,-1.09753841174309,0.277017080816952
"X600482.SH",0.293455090627403,0.187791898682613,0.330087359474494,0.272745813698093
"X600300.SH",0.62371376124232,0.291988421230116,-0.257043652348623,0.259968935161376
"X600075.SH",0.537343639494731,1.0725213500656,-0.940276622987973,0.254610873921181
"X600346.SH",0.160352451153034,0.609208120183112,0.0121054647260884,0.250535055933974
"X600386.SH",0.548921211007564,0.129668625539359,-0.0670701921326724,0.238348014425032
"X600410.SH",-0.557648086441596,0.642435764657643,0.890028527334127,0.236680053020893
"X600243.SH",-0.285934880944747,1.08372718848359,0.0860004645051312,0.236544343518717
"X600033.SH",1.0313566818202,0.361361118347306,-0.951386804334642,0.235534966931878
"X600117.SH",0.4376335007185,1.12788925674927,-0.939119683209089,0.231684272349454
"X600320.SH",0.205145814446607,1.21981722040537,-0.74762059288851,0.223717314033702
"X600367.SH",-0.42112915438659,0.541299126761974,0.751713824069818,0.219452223494902
"X600072.SH",0.729144223621434,-0.227702202265999,-0.0153586753528193,0.218739426162928
"X600121.SH",0.702808260379261,0.956993405485612,-1.16505355176344,0.218705260268355
"X600378.SH",1.23466977400334,-1.64799717217303,0.721611260506003,0.215952136101228
"X600138.SH",0.0740335727700173,0.370346575907607,0.247266205545293,0.214897263543877
"X600128.SH",0.186672955653686,0.687780358185132,-0.225906626176531,0.213231301864054
"X600476.SH",-0.0994310768708323,0.114132241401989,0.714460454841906,0.208805378124836
"X600169.SH",0.305435258760793,0.687725378845335,-0.420917137726588,0.202216575839942
"X600523.SH",0.309675161762652,0.301761339027759,-0.0472906228788966,0.20021127954972
"X600176.SH",0.858454235171885,-0.0530444433359451,-0.443098011445799,0.194538957634231
"X600000.SH",1.07066683252472,-0.138331894054007,-0.640808022336777,0.194524758092652
"X600189.SH",-0.483306093738375,1.31044031289724,-0.0469433099444593,0.185726663390484
"X600579.SH",-1.10210411934114,1.24510227000226,0.836731690598265,0.183708540443701
"X600340.SH",0.426091504184681,-2.14237572916319,2.16061470448277,0.175908294269747
"X600055.SH",0.477504006263619,-0.452399560763782,0.398082232920585,0.174706404152489
"X600502.SH",0.939104033316592,-0.767603643506538,0.0778026193162157,0.16870130606954
"X600027.SH",-0.375622843701588,1.00479368753514,0.0405982353451915,0.163368439383464
"X600301.SH",-1.36324231259118,1.60684937828194,0.741586954091587,0.159233974675585
"X600481.SH",0.930823261740823,-0.18495680198693,-0.535272259454555,0.156260586263884
"X600257.SH",1.11572258567818,-0.935622214372385,-0.0371459144037802,0.154458595638424
"X600060.SH",0.604837512348855,0.111541443890732,-0.404210550236472,0.15413427303582
"X600335.SH",0.285504830994265,-1.25050144557809,1.38188611745111,0.15361733395961
"X600268.SH",0.694000736161729,1.18703277692768,-1.6034027757734,0.152689294810976
"X600059.SH",0.842234164036637,-0.293221771471523,-0.364583417072447,0.139552109051464
"X600332.SH",-0.36526002047629,-1.16101096683753,2.09394861481518,0.13377728620278
"X600292.SH",-1.30331680510102,0.448229544015462,1.72869023106985,0.131749210485184
"X600126.SH",-0.830881859535513,1.74466446105911,-0.228003987868722,0.12264539814291
"X600438.SH",-0.182784220204747,0.427493593990445,0.221933450673134,0.121714425317175
"X600098.SH",-0.0638049922782085,0.672206325704801,-0.21180435261599,0.11259859501536
"X600266.SH",0.45024911160147,0.00397254418280562,-0.241091743446372,0.108963884861518
"X600156.SH",-0.614849320552399,0.733385908346926,0.441663409109677,0.106575067016021
"X600550.SH",1.22385639324651,0.646877515091088,-1.95663377043353,0.0966156806958688
"X600110.SH",-0.122153512729155,0.266920355150249,0.215790597706821,0.0959518807654591
"X600226.SH",-0.258928443034107,1.05605390977207,-0.399259204865017,0.0934670342584718
"X600207.SH",-0.634242866802491,1.06236300586784,0.0832021267608928,0.0899723930676249
"X600345.SH",-0.277851859358563,0.456922029521947,0.197444033794564,0.0851690752515281
"X600284.SH",-0.0230286131213692,0.143032314861486,0.157386090736788,0.0809140764309345
"X600567.SH",0.226064458670563,1.10110346741674,-1.13392747895591,0.0805785800064737
"X600419.SH",-0.421661328699315,-0.54232787611942,1.36901383976795,0.0793412576148317
"X600279.SH",-0.255774540313364,0.485073051024098,0.120430203742303,0.0793411603045745
"X600563.SH",0.278586692086759,-1.12515823533868,1.0137750331563,0.0780197161799909
"X600380.SH",0.329950250681712,0.377823732968541,-0.579196038780963,0.0715684085289585
"X600561.SH",0.302015683726562,-0.403404823949061,0.237120324297025,0.070920923595014
"X600261.SH",0.945862396289612,-0.685982114335623,-0.339953639635546,0.0705642323244943
"X600490.SH",0.750051887717304,-1.40733498034174,0.636848706879718,0.0688748730483159
"X600199.SH",1.94835290395426,-1.77387533142721,-0.605928069140981,0.0654001414112463
"X600593.SH",-0.0994310768708323,-0.204526870512115,0.5466861725845,0.0628753598733826
"X600160.SH",0.157386716103932,-0.399956051806831,0.395650122117338,0.061662907534725
"X600009.SH",0.40203945572726,-0.323343267796212,-0.0103225573740603,0.0607160347398224
"X600178.SH",0.290751745438195,1.08219050775204,-1.28149562986136,0.0565091615424814
"X600227.SH",-0.105490090697863,1.55137790858549,-1.24820407351446,0.048756114242165
"X600149.SH",-0.0322244076079955,-1.60202269971253,1.80173700162437,0.0470245275303536
"X600037.SH",-0.724354373109426,1.12264635606522,-0.00500304540330658,0.0455512439548042
"X600393.SH",-0.204491970944428,0.451078774016063,-0.0393395725555666,0.041724972060378
"X600376.SH",0.674176204774203,0.455207693214885,-1.22168008413337,0.0397287646341349
"X600305.SH",-0.194498716024649,-0.439129931897503,0.828057435776101,0.0388787647537199
"X600165.SH",-0.741025001776209,1.02522480854776,0.0906577692740989,0.0383547726360736
"X600615.SH",-0.148421342987692,0.00436379598878339,0.317313140216333,0.0371345436664583
"X600461.SH",0.151078910662447,0.343906795834517,-0.433516041426963,0.0335487905872448
"X600522.SH",0.0321317223372928,0.232655996493465,-0.170398668752768,0.0315298872571261
"X600429.SH",-0.692815345901998,0.57386264236749,0.451227781919884,0.0304009889254125
"X600597.SH",-0.812213091758687,-0.212338591118527,1.3931041022756,0.0293444166436471
"X600508.SH",0.817904057333764,0.178620386268941,-1.17567714447927,0.0280445954704066
"X600249.SH",-1.21050594963534,2.04099163699265,-0.37052820043729,0.0169366511124722
"X600588.SH",0.363291508015278,-0.221322686431041,-0.213270369557753,0.0149386864094729
"X600428.SH",-0.0525730935912262,1.07966108967981,-0.969892470730237,0.011901348248382
"X600558.SH",-0.322006497448962,1.13411650255131,-0.676772345530375,0.00840064812669436
"X600177.SH",0.279487807149828,0.317580818896259,-0.699835268109437,-0.00288121190402207
"X600168.SH",-0.00613232341549669,-0.168818125168613,0.118607897568885,-0.017515997646117
"X600436.SH",1.2900883503821,-3.33282905629462,1.55269326028541,-0.0180053986499224
"X600460.SH",0.362206792172525,0.0705016701616795,-0.639018742727217,-0.0256724049006514
"X600486.SH",-0.230543318547423,-0.00257176400492137,0.219829484416353,-0.0270400112955395
"X600026.SH",-0.179630317484005,1.05754533264031,-0.910905535059956,-0.0278601877194949
"X600190.SH",-0.154399095718062,0.272595766595555,-0.179412713553043,-0.0338047223744714
"X600038.SH",-0.114043293670336,-0.636164809923509,0.660508393300071,-0.038314242455166
"X600548.SH",-0.184135892799351,0.0923970105259877,0.0242442017948891,-0.0386619934234774
"X600529.SH",-0.333270435737328,0.667295337402285,-0.394719878830564,-0.0515355367234148
"X600421.SH",-0.785336182863766,0.492401351434869,0.370700761190933,-0.0552038393577658
"X600598.SH",0.711121922360047,-0.639851854572971,-0.494300166846611,-0.0557968374818556
"X600066.SH",0.444842421223054,-0.948422566212181,0.151065262430518,-0.0612702226452775
"X600549.SH",-0.415271906476639,-1.25435328703897,1.59285198327526,-0.0645591537197699
"X600426.SH",-0.154849653249597,0.765067502872752,-0.777397722190224,-0.0656389270950804
"X600526.SH",-0.729310505956307,0.845322036479174,-0.0954283463503007,-0.066756095343861
"X600622.SH",0.251102682663144,0.0241928651923013,-0.584593484987979,-0.0676791128734456
"X600308.SH",-0.480602748549167,1.98234315587672,-1.56997325117575,-0.0685301280093769
"X600546.SH",1.16753670180467,-0.147547402979747,-1.65070096949066,-0.0724598310192547
"X600236.SH",0.417358411799439,-0.135965258953492,-0.672263923097216,-0.0755253898954368
"X600133.SH",-0.280283769602876,0.772489941162465,-0.652130978775376,-0.0760058191250237
"X600355.SH",-1.13616395693212,0.424109729467048,0.83517853866883,-0.076679102332084
"X600483.SH",-0.82160032296717,0.297405202851608,0.536550389904408,-0.0784534513600633
"X600405.SH",-0.562153661756943,-0.188536821772736,0.673700385404349,-0.0793123956132932
"X600361.SH",-0.717596010136406,1.53737255250703,-0.847848794115235,-0.0801812765370237
"X600505.SH",0.721935303116879,-1.34423165248728,0.111192086322449,-0.0811377486026984
"X600601.SH",-1.05190001427764,1.23915537760119,-0.113630728371613,-0.0831026109421802
"X600501.SH",-0.741926116839278,0.270385232397443,0.414937502608189,-0.0911736262340215
"X600183.SH",0.146384851662846,-0.0896060761515862,-0.412095296791573,-0.0919564712178091
"X600095.SH",-0.814676106807185,0.619601195358581,0.151007940570859,-0.094687701944042
"X600448.SH",-1.01090896316548,0.900887573188304,0.130056241600777,-0.0950804408294672
"X600600.SH",0.381313809276665,-1.0266129106099,0.192550996010759,-0.0976930506690772
"X600302.SH",-1.46912597273624,1.77455043499625,-0.142433103620947,-0.0980151896819075
"X600449.SH",-0.16476191894336,1.04567114209667,-1.15796551658451,-0.0995930799236951
"X600303.SH",-0.0530236511227608,0.928643956751919,-1.1906808223328,-0.0998205201233673
"X600395.SH",1.17429506477769,-1.00552456389401,-0.897413140947307,-0.10116328554132
"X600288.SH",-1.33418069429708,1.00454453705707,0.407358917181929,-0.110101241447134
"X600551.SH",-0.694617576028137,0.376202057836543,0.175454239799203,-0.112350141120531
"X600628.SH",0.0141094210759053,0.177532547771748,-0.584877920821514,-0.116559843484568
"X600011.SH",-0.626583388766401,0.431179484925661,0.00918073121514638,-0.118525290664318
"X600137.SH",-0.6486607078116,0.266109625601529,0.198810148046052,-0.119988351030366
"X600360.SH",-0.643704574964719,0.933840903472968,-0.476058870079811,-0.120147219967941
"X600480.SH",-0.908181845975573,0.648448466032371,0.149662908179328,-0.12383932612672
"X600283.SH",-0.645056247559323,0.180942667509947,0.262655179593845,-0.124943144892592
"X600408.SH",-0.931373147709078,1.84939914683376,-1.02769862584557,-0.126039102787176
"X600173.SH",0.162342848950814,-0.0617809980042171,-0.590308937893803,-0.130689841189081
"X600488.SH",-0.299478620872228,0.70935019589257,-0.751635635081077,-0.132477080105443
"X600322.SH",-0.561252546693874,0.73268584558962,-0.433229387237834,-0.134664081172014
"X600573.SH",-0.745739244807225,1.0101688016057,-0.467455069557973,-0.135481578308573
"X600602.SH",-0.723002700514822,0.391534342871327,0.108547855085332,-0.139176420818931
"X600104.SH",-0.398601277809856,0.0242791772016186,0.0353574637753394,-0.141549518830855
"X600621.SH",-0.675243602172146,0.461304798009524,-0.0376412230799695,-0.142998368389992
"X600213.SH",-0.399502392872925,-0.353296685692857,0.407031879942809,-0.143680398874185
"X600391.SH",-1.09155876131019,0.591360057808196,0.376703425680462,-0.146204459477476
"X600081.SH",0.104671484914375,-1.54620172365623,0.916491917824352,-0.147044347783812
"X600225.SH",-0.616220565541104,0.455798031292882,-0.139804814242796,-0.151690261101416
"X600203.SH",-0.590723828102413,-0.272551037236528,0.551312287573079,-0.15266115614
"X600100.SH",-0.433744765269561,0.763755764080805,-0.694459249795922,-0.152708951822359
"X600578.SH",0.502603493080604,-0.319355572778299,-0.873475329597109,-0.15680787348038
"X600498.SH",0.388114436388196,-0.0521956955601576,-1.02159133951639,-0.166890335967685
"X600543.SH",0.210101947293489,-0.227432799302001,-0.609427626095976,-0.167017348701997
"X600277.SH",-0.832488180677748,1.10618242485799,-0.555574902368034,-0.167813015524112
"X600135.SH",-0.818070339668638,-0.118624328514511,0.648991702966806,-0.168117923531767
"X600215.SH",-0.863112137297353,0.973502503783334,-0.385253725304196,-0.1687702213752
"X600321.SH",0.341942263914253,0.634610887449512,-1.65468340035963,-0.169244848307334
"X600271.SH",-0.158904671033409,-1.00248325789958,0.64833773884521,-0.169805524129674
"X600113.SH",-0.0699853312373897,-1.05593411890763,0.581556554679472,-0.170307401763404
"X600589.SH",-0.639198999649372,0.542030234684753,-0.275972585106676,-0.175862304986326
"X600328.SH",-0.963138172356119,0.603155891539134,0.0850476433681841,-0.178794208470252
"X600416.SH",-0.82888372042547,0.742602935415733,-0.236476353627253,-0.179715513633644
"X600371.SH",0.177661805022992,-1.19062841267589,0.354157069459996,-0.17987668095557
"X600379.SH",0.280681549298251,-0.488653931037508,-0.485613350071518,-0.180007564613407
"X600058.SH",-0.758965740323021,0.334466877725039,0.0513828608504061,-0.187831374556575
"X600397.SH",0.100165909599028,0.29017020650034,-1.05765395868234,-0.190178761814988
"X600358.SH",-1.23865487725963,0.561256691338744,0.455106045468928,-0.190553129861551
"X600462.SH",-1.38102183169335,0.580031802333017,0.597638785426329,-0.199107556349534
"X600089.SH",-0.33189278894472,0.322152286477136,-0.551998028425804,-0.201710838162488
"X600272.SH",0.54081117543994,-2.1132711256073,0.713425625625116,-0.203629179818681
"X600198.SH",-0.657128217462751,-0.0652847587969478,0.242134404615061,-0.209796393239666
"X600595.SH",-0.429239189954214,1.35264265448592,-1.5025960962402,-0.21668170850797
"X600136.SH",-0.064224571106524,-1.66666767819495,1.00542805499106,-0.224061715403775
"X600362.SH",0.0663740947339278,0.261677335630145,-1.09781991844942,-0.224293136952212
"X600196.SH",-0.738980728924876,-0.246799239924904,0.482569813327968,-0.224861119549031
"X600368.SH",-0.114719145258571,-0.00345534928770715,-0.601102165605915,-0.227254912571515
"X600039.SH",-0.207986664434988,0.0563891932012897,-0.545817319389609,-0.230023103630491
"X600307.SH",-0.212070459754501,1.13924793635285,-1.62970883322749,-0.231966452964193
"X600143.SH",-0.0814087756094454,-0.431215576096519,-0.26517948084437,-0.241482027326045
"X600130.SH",-0.289764706611411,-0.691238234724359,0.27097656998123,-0.241984382067503
"X600083.SH",0.514771823947962,-2.09527301245166,0.593939800922006,-0.244491233879711
"X600382.SH",-0.636946211991699,-0.757900088617603,0.780836676884519,-0.247897508316605
"X600030.SH",-0.819422012263242,0.311790703223566,-0.0467980431915881,-0.248271006895703
"X600528.SH",-0.881598951615027,0.656859106877841,-0.309632743868105,-0.24847167174309
"X600343.SH",-0.817379513160125,0.271917268451525,-0.0269363124809389,-0.253457518472874
"X600067.SH",0.274531674302947,-0.720842388680405,-0.498519069558793,-0.25599576775058
"X600112.SH",0.10372424868577,-1.54809410713915,0.543178497869573,-0.259984983306564
"X600295.SH",-0.570263697324567,0.322148249303437,-0.439277550462473,-0.263244269277538
"X600123.SH",0.785013357531733,-0.354460439264079,-1.59414399921565,-0.270575988531224
"X600388.SH",-0.48375665126991,-0.245743559392787,-0.0264331815761687,-0.275155682798651
"X600018.SH",-0.868265986733873,-0.312587571150809,0.550987644512004,-0.275786372685191
"X600350.SH",-0.199847482383437,0.00575285710865382,-0.66385003513743,-0.277368146362008
"X600246.SH",-0.586402904517936,0.835239453794397,-0.987851260099099,-0.280344703698585
"X600506.SH",-0.0620676077898095,-1.07254503329402,0.213423597323685,-0.282563473907025
"X600231.SH",-1.17175800192336,1.73736505011045,-1.11719003649624,-0.282650696685079
